Replicon Accession	Start	Stop	Strand	Locus tag	Length
NW_013524650.1	236965	237375	+	NEPG_02073	136
NW_013524650.1	237651	238235	-	NEPG_02074	194
NW_013524650.1	238557	240107	+	NEPG_02075	516
NW_013524650.1	240687	242684	+	NEPG_02076	665
NW_013524650.1	242728	243648	+	NEPG_02077	306
NW_013524650.1	244233	244991	-	NEPG_02078	252
NW_013524650.1	245396	246778	-	NEPG_02079	460
NW_013524650.1	247515	248699	-	NEPG_02080	394
NW_013524650.1	249433	250566	-	NEPG_02081	377
NW_013524650.1	250594	251307	+	NEPG_02082	237
NW_013524650.1	251695	251976	+	NEPG_02083	93
NW_013524650.1	251949	252224	+	NEPG_02084	91
NW_013524650.1	252771	253307	+	NEPG_02085	178
NW_013524650.1	253946	257473	-	NEPG_02086	1175
NW_013524650.1	257978	258238	-	NEPG_02087	86
NW_013524650.1	259904	260581	-	NEPG_02088	226
NW_013524650.1	261549	263255	-	NEPG_02089	568
NW_013524650.1	263603	263932	+	NEPG_02090	109
NW_013524650.1	264047	264205	+	NEPG_02091	52
NW_013524650.1	264480	264725	-	NEPG_02092	81
NW_013524650.1	265024	265950	+	NEPG_02093	308
NW_013524650.1	266610	268316	+	NEPG_02094	568
NW_013524650.1	268659	269552	+	NEPG_02095	297
NW_013524650.1	269820	270416	-	NEPG_02096	198
NW_013524650.1	271246	271797	+	NEPG_02097	183
NW_013524650.1	272414	273610	+	NEPG_02098	398
NW_013524650.1	273931	274227	+	NEPG_02099	98
NW_013524650.1	276745	277584	+	NEPG_02100	280
NW_013524650.1	277831	278301	+	NEPG_02101	157
NW_013524650.1	278995	279414	+	NEPG_02102	139
NW_013524650.1	279353	281131	+	NEPG_02103	592
NW_013524650.1	281229	281465	+	NEPG_02104	78
NW_013524650.1	282832	283095	+	NEPG_02105	87
NW_013524650.1	285153	285926	+	NEPG_02106	257
NW_013524650.1	285893	286132	+	NEPG_02107	79
NW_013524650.1	286177	286392	+	NEPG_02108	71
NW_013524650.1	286389	288068	+	NEPG_02109	559
NW_013524650.1	288872	289780	+	NEPG_02110	302
NW_013524650.1	290815	293613	-	NEPG_02111	932
NW_013524650.1	294450	295442	+	NEPG_02112	330
NW_013524650.1	295499	297187	+	NEPG_02113	563
NW_013524650.1	297831	300329	-	NEPG_02114	832
NW_013524650.1	300755	301279	-	NEPG_02115	174
NW_013524650.1	301351	302514	+	NEPG_02116	387
NW_013524650.1	302700	303434	+	NEPG_02117	244
NW_013524650.1	303915	304262	-	NEPG_02118	115
NW_013524650.1	304305	304745	-	NEPG_02119	146
NW_013524650.1	304867	305193	+	NEPG_02120	108
NW_013524650.1	305332	306636	-	NEPG_02121	434
NW_013524650.1	307078	308016	+	NEPG_02122	312
NW_013524650.1	308274	309278	-	NEPG_02123	334
NW_013524650.1	309337	310386	+	NEPG_02124	349
NW_013524650.1	310899	312326	+	NEPG_02125	475
NW_013524650.1	313013	314920	+	NEPG_02126	635
NW_013524650.1	315373	315834	-	NEPG_02127	153
NW_013524650.1	315862	316533	+	NEPG_02128	223
NW_013524650.1	316681	317496	+	NEPG_02129	271
NW_013524650.1	317499	318680	-	NEPG_02130	393
NW_013524650.1	318701	319843	+	NEPG_02131	380
NW_013524650.1	320415	322280	+	NEPG_02132	621
NW_013524650.1	322323	322658	+	NEPG_02133	111
NW_013524650.1	322717	324285	-	NEPG_02134	522
NW_013524650.1	324874	325125	-	NEPG_02135	83
NW_013524650.1	325148	326452	-	NEPG_02136	434
NW_013524650.1	326873	327121	-	NEPG_02137	82
NW_013524650.1	327255	329099	-	NEPG_02138	614
NW_013524650.1	329164	330315	+	NEPG_02139	383
NW_013524650.1	330514	331116	+	NEPG_02140	200
NW_013524650.1	331271	331999	-	NEPG_02141	242
NW_013524650.1	332831	332986	-	NEPG_02142	51
NW_013524650.1	333693	335012	-	NEPG_02143	439
NW_013524650.1	335868	336500	-	NEPG_02144	210
NW_013524650.1	336681	337868	-	NEPG_02145	395
NW_013524650.1	338178	339572	+	NEPG_02146	464
NW_013524650.1	340302	343001	-	NEPG_02147	899
NW_013524650.1	343320	344351	-	NEPG_02148	343
NW_013524650.1	344590	346353	+	NEPG_02149	587
NW_013524650.1	346385	347839	+	NEPG_02150	484
NW_013524650.1	348050	348523	-	NEPG_02151	157
NW_013524650.1	349274	350065	-	NEPG_02152	263
NW_013524650.1	350681	350986	-	NEPG_02153	101
NW_013524650.1	351303	354578	-	NEPG_02154	1091
NW_013524650.1	355358	356173	+	NEPG_02155	271
NW_013524650.1	356384	359257	+	NEPG_02156	957
NW_013524650.1	359927	361255	-	NEPG_02157	442
NW_013524650.1	361897	362973	+	NEPG_02158	358
NW_013524650.1	363566	364264	+	NEPG_02159	232
NW_013524650.1	364210	368097	+	NEPG_02160	1295
NW_013524650.1	368121	369791	+	NEPG_02161	556
NW_013524650.1	370005	373208	+	NEPG_02162	1067
NW_013524650.1	373773	376382	-	NEPG_02163	869
NW_013524650.1	376746	377612	-	NEPG_02164	288
NW_013524650.1	377621	378211	-	NEPG_02165	196
NW_013524650.1	378513	378983	-	NEPG_02166	156
NW_013524650.1	379827	380153	-	NEPG_02167	108
NW_013524650.1	380168	381007	+	NEPG_02168	279
NW_013524650.1	381057	381479	+	NEPG_02169	140
NW_013524650.1	381758	382498	-	NEPG_02170	246
NW_013524650.1	382456	382845	+	NEPG_02171	129
NW_013524650.1	383155	384714	+	NEPG_02172	519
NW_013524650.1	384851	386320	-	NEPG_02173	489
NW_013524650.1	386433	386672	+	NEPG_02174	79
NW_013524650.1	387500	389830	+	NEPG_02175	776
NW_013524651.1	527	3337	-	NEPG_02176	936
NW_013524651.1	4838	7423	-	NEPG_02177	861
NW_013524651.1	7731	8360	-	NEPG_02178	209
NW_013524651.1	8965	10698	-	NEPG_02179	577
NW_013524651.1	10871	11125	-	NEPG_02180	84
NW_013524651.1	12093	12329	-	NEPG_02181	78
NW_013524651.1	13057	13833	+	NEPG_02182	258
NW_013524651.1	14542	14880	+	NEPG_02183	112
NW_013524651.1	14891	15430	+	NEPG_02184	179
NW_013524651.1	16116	16355	-	NEPG_02185	79
NW_013524651.1	16639	19908	-	NEPG_02186	1089
NW_013524651.1	20251	23031	-	NEPG_02187	926
NW_013524651.1	23632	25215	-	NEPG_02188	527
NW_013524651.1	25419	30002	+	NEPG_02189	1527
NW_013524651.1	30655	32451	-	NEPG_02190	598
NW_013524651.1	34448	34900	-	NEPG_02191	150
NW_013524651.1	34954	36000	+	NEPG_02192	348
NW_013524651.1	36031	36186	+	NEPG_02193	51
NW_013524651.1	36500	38656	+	NEPG_02194	718
NW_013524651.1	39310	40011	-	NEPG_02195	233
NW_013524651.1	40026	40262	+	NEPG_02196	78
NW_013524651.1	41000	41614	-	NEPG_02197	204
NW_013524651.1	41935	42762	-	NEPG_02198	275
NW_013524651.1	43176	44111	+	NEPG_02199	311
NW_013524651.1	44862	45761	-	NEPG_02200	299
NW_013524651.1	46220	47086	-	NEPG_02201	288
NW_013524651.1	47501	49105	-	NEPG_02202	534
NW_013524651.1	49204	50505	+	NEPG_02203	433
NW_013524651.1	51136	53235	+	NEPG_02204	699
NW_013524651.1	53621	54538	+	NEPG_02205	305
NW_013524651.1	55846	57306	-	NEPG_02206	486
NW_013524651.1	57733	57885	-	NEPG_02207	50
NW_013524651.1	58001	59032	+	NEPG_02208	343
NW_013524651.1	59472	61439	-	NEPG_02209	655
NW_013524651.1	62422	63666	-	NEPG_02210	414
NW_013524651.1	63727	65463	+	NEPG_02211	578
NW_013524651.1	65983	67080	-	NEPG_02212	365
NW_013524651.1	67607	70846	-	NEPG_02213	1079
NW_013524651.1	71626	74469	+	NEPG_02214	947
NW_013524651.1	75248	75823	-	NEPG_02215	191
NW_013524651.1	75862	76563	+	NEPG_02216	233
NW_013524651.1	77034	77999	-	NEPG_02217	321
NW_013524651.1	80556	80807	-	NEPG_02218	83
NW_013524651.1	81809	82606	+	NEPG_02219	265
NW_013524651.1	82675	84564	+	NEPG_02220	629
NW_013524651.1	85106	85276	-	NEPG_02221	56
NW_013524651.1	85549	87111	+	NEPG_02222	520
NW_013524651.1	87481	91656	-	NEPG_02223	1391
NW_013524651.1	92151	92879	+	NEPG_02224	242
NW_013524651.1	93576	95660	-	NEPG_02225	694
NW_013524651.1	95685	96284	+	NEPG_02226	199
NW_013524651.1	96334	96594	+	NEPG_02227	86
NW_013524651.1	97108	98151	-	NEPG_02228	347
NW_013524651.1	98383	100755	-	NEPG_02229	790
NW_013524651.1	101097	101495	-	NEPG_02230	132
NW_013524651.1	102030	102872	-	NEPG_02231	280
NW_013524651.1	103060	105249	-	NEPG_02232	729
NW_013524651.1	105518	105979	+	NEPG_02233	153
NW_013524651.1	106552	109407	+	NEPG_02234	951
NW_013524651.1	109797	111140	+	NEPG_02235	447
NW_013524651.1	111181	111489	+	NEPG_02236	102
NW_013524651.1	111723	112706	-	NEPG_02237	327
NW_013524651.1	113171	114442	+	NEPG_02238	423
NW_013524651.1	115319	119242	+	NEPG_02239	1307
NW_013524651.1	119987	120733	+	NEPG_02240	248
NW_013524651.1	121594	122319	+	NEPG_02241	241
NW_013524651.1	122923	124269	-	NEPG_02242	448
NW_013524651.1	124671	125369	-	NEPG_02243	232
NW_013524651.1	125928	126641	-	NEPG_02244	237
NW_013524651.1	126935	127504	-	NEPG_02245	189
NW_013524651.1	127952	128776	-	NEPG_02246	274
NW_013524651.1	130254	133097	+	NEPG_02247	947
NW_013524651.1	133655	134311	-	NEPG_02248	218
NW_013524651.1	134781	135410	-	NEPG_02249	209
NW_013524651.1	135391	136485	-	NEPG_02250	364
NW_013524651.1	138800	141832	-	NEPG_02251	1010
NW_013524651.1	143816	145948	-	NEPG_02252	710
NW_013524651.1	147598	149247	+	NEPG_02253	549
NW_013524651.1	149616	150962	-	NEPG_02254	448
NW_013524651.1	151076	151582	-	NEPG_02255	168
NW_013524651.1	152169	152339	+	NEPG_02256	56
NW_013524651.1	152555	154609	+	NEPG_02257	684
NW_013524651.1	155330	156274	-	NEPG_02258	314
NW_013524651.1	156347	157339	-	NEPG_02259	330
NW_013524651.1	157361	158407	+	NEPG_02260	348
NW_013524651.1	158873	159034	+	NEPG_02261	53
NW_013524651.1	159506	160513	-	NEPG_02262	335
NW_013524651.1	160539	162080	-	NEPG_02263	513
NW_013524651.1	162143	163060	+	NEPG_02264	305
NW_013524651.1	163428	164588	-	NEPG_02265	386
NW_013524651.1	164855	166501	-	NEPG_02266	548
NW_013524651.1	168840	170975	-	NEPG_02267	711
NW_013524651.1	171936	172682	+	NEPG_02268	248
NW_013524651.1	173366	173803	-	NEPG_02269	145
NW_013524651.1	173902	174084	-	NEPG_02270	60
NW_013524651.1	174701	175729	+	NEPG_02271	342
NW_013524651.1	176607	178001	+	NEPG_02272	464
NW_013524651.1	178808	178984	+	NEPG_02273	58
NW_013524651.1	179605	180849	+	NEPG_02274	414
NW_013524651.1	180914	181126	+	NEPG_02275	70
NW_013524651.1	181108	181650	+	NEPG_02276	180
NW_013524651.1	181650	182003	+	NEPG_02277	117
NW_013524651.1	182025	182753	+	NEPG_02278	242
NW_013524651.1	183079	184485	+	NEPG_02279	468
NW_013524651.1	184589	190474	-	NEPG_02280	1961
NW_013524651.1	190731	191651	+	NEPG_02281	306
NW_013524651.1	192185	194677	-	NEPG_02282	830
NW_013524651.1	194722	196113	+	NEPG_02283	463
NW_013524651.1	196067	196264	+	NEPG_02284	65
NW_013524651.1	196711	197229	-	NEPG_02285	172
NW_013524651.1	197267	198415	-	NEPG_02286	382
NW_013524651.1	198818	199768	+	NEPG_02287	316
NW_013524651.1	199930	200415	-	NEPG_02288	161
NW_013524651.1	200834	203026	-	NEPG_02289	730
NW_013524651.1	203470	204210	+	NEPG_02290	246
NW_013524651.1	204864	205223	-	NEPG_02291	119
NW_013524651.1	205356	205679	+	NEPG_02292	107
NW_013524651.1	206222	207520	+	NEPG_02293	432
NW_013524651.1	207557	210238	-	NEPG_02294	893
NW_013524651.1	210606	213191	+	NEPG_02295	861
NW_013524651.1	213416	217495	+	NEPG_02296	1359
NW_013524651.1	218689	220563	-	NEPG_02297	624
NW_013524651.1	221253	222677	+	NEPG_02298	474
NW_013524651.1	222788	223258	+	NEPG_02299	156
NW_013524651.1	223430	224002	-	NEPG_02300	190
NW_013524651.1	224310	225521	-	NEPG_02301	404
NW_013524651.1	225774	227243	-	NEPG_02302	489
NW_013524651.1	227817	229433	-	NEPG_02303	538
NW_013524651.1	229412	230101	+	NEPG_02304	229
NW_013524651.1	230677	233751	-	NEPG_02305	1024
NW_013524651.1	234201	235325	+	NEPG_02306	374
NW_013524651.1	235892	236413	+	NEPG_02307	173
NW_013524651.1	236894	237112	+	NEPG_02308	72
NW_013524651.1	237428	238069	+	NEPG_02309	213
NW_013524651.1	238678	238848	+	NEPG_02310	56
NW_013524651.1	238872	240164	-	NEPG_02311	430
NW_013524651.1	240195	241637	-	NEPG_02312	480
NW_013524651.1	241844	245890	-	NEPG_02313	1348
NW_013524651.1	246429	246578	-	NEPG_02314	49
NW_013524651.1	246603	248555	+	NEPG_02315	650
NW_013524651.1	248960	251332	-	NEPG_02316	790
NW_013524651.1	251498	253342	-	NEPG_02317	614
NW_013524651.1	253400	255769	-	NEPG_02318	789
NW_013524651.1	256017	257174	-	NEPG_02319	385
NW_013524651.1	257376	258398	+	NEPG_02320	340
NW_013524651.1	258695	261379	-	NEPG_02321	894
NW_013524651.1	262619	263125	-	NEPG_02322	168
NW_013524651.1	263157	265352	+	NEPG_02323	731
NW_013524651.1	265750	273222	+	NEPG_02324	2490
NW_013524651.1	273708	274340	+	NEPG_02325	210
NW_013524651.1	274870	275703	+	NEPG_02326	277
NW_013524651.1	275730	276161	-	NEPG_02327	143
NW_013524651.1	276197	277909	+	NEPG_02328	570
NW_013524651.1	278529	280385	+	NEPG_02329	618
NW_013524651.1	280620	281705	-	NEPG_02330	361
NW_013524651.1	281724	282395	-	NEPG_02331	223
NW_013524651.1	282423	282704	-	NEPG_02332	93
NW_013524651.1	282744	283001	+	NEPG_02333	85
NW_013524651.1	282992	284620	+	NEPG_02334	542
NW_013524651.1	284891	285733	-	NEPG_02335	280
NW_013524651.1	285627	286055	-	NEPG_02336	142
NW_013524651.1	286290	287411	-	NEPG_02337	373
NW_013524651.1	288045	288392	-	NEPG_02338	115
NW_013524651.1	288463	288840	-	NEPG_02339	125
NW_013524651.1	289073	290071	-	NEPG_02340	332
NW_013524651.1	290574	291020	+	NEPG_02341	148
NW_013524651.1	291129	291890	+	NEPG_02342	253
NW_013524651.1	291979	292539	+	NEPG_02343	186
NW_013524651.1	292533	296939	+	NEPG_02344	1468
NW_013524651.1	297292	297480	-	NEPG_02345	62
NW_013524651.1	297507	299144	+	NEPG_02346	545
NW_013524651.1	299982	300158	+	NEPG_02347	58
NW_013524651.1	300268	300768	-	NEPG_02348	166
NW_013524651.1	300617	301252	+	NEPG_02349	211
NW_013524651.1	302383	303801	+	NEPG_02350	472
NW_013524651.1	305098	306696	+	NEPG_02351	532
NW_013524651.1	306735	307874	-	NEPG_02352	379
NW_013524651.1	307912	309327	+	NEPG_02353	471
NW_013524651.1	309887	311176	+	NEPG_02354	429
NW_013524651.1	311380	313482	+	NEPG_02355	700
NW_013524651.1	313613	314935	-	NEPG_02356	440
NW_013524651.1	315413	317395	-	NEPG_02357	660
NW_013524651.1	317726	319009	+	NEPG_02358	427
NW_013524651.1	319195	322137	-	NEPG_02359	980
NW_013524651.1	322152	322337	-	NEPG_02360	61
NW_013524652.1	1	1887	-	NEPG_02361	629
NW_013524652.1	3638	5719	-	NEPG_02362	693
NW_013524652.1	6178	6525	+	NEPG_02363	115
NW_013524652.1	7216	7623	+	NEPG_02364	135
NW_013524652.1	8541	10418	+	NEPG_02365	625
NW_013524652.1	11067	13241	-	NEPG_02366	724
NW_013524652.1	13958	16807	+	NEPG_02367	949
NW_013524652.1	17321	17545	-	NEPG_02368	74
NW_013524652.1	18374	19024	+	NEPG_02369	216
NW_013524652.1	19797	22493	-	NEPG_02370	898
NW_013524652.1	23663	25210	-	NEPG_02371	515
NW_013524652.1	25969	26448	-	NEPG_02372	159
NW_013524652.1	27421	28392	+	NEPG_02373	323
NW_013524652.1	29547	30794	+	NEPG_02374	415
NW_013524652.1	31366	31746	-	NEPG_02375	126
NW_013524652.1	32294	34576	-	NEPG_02376	760
NW_013524652.1	34791	36611	+	NEPG_02377	606
NW_013524652.1	36964	38073	-	NEPG_02378	369
NW_013524652.1	38091	40886	+	NEPG_02379	931
NW_013524652.1	41108	41791	-	NEPG_02380	227
NW_013524652.1	42474	42794	+	NEPG_02382	106
NW_013524652.1	42729	43325	-	NEPG_02381	198
NW_013524652.1	43921	44616	-	NEPG_02383	231
NW_013524652.1	45244	46191	-	NEPG_02384	315
NW_013524652.1	47265	48605	-	NEPG_02385	446
NW_013524652.1	49341	50126	-	NEPG_02386	261
NW_013524652.1	50716	51480	-	NEPG_02387	254
NW_013524652.1	51922	52149	-	NEPG_02388	75
NW_013524652.1	52601	53455	-	NEPG_02389	284
NW_013524652.1	54413	55276	+	NEPG_02390	287
NW_013524652.1	55503	56756	+	NEPG_02391	417
NW_013524652.1	57982	61980	+	NEPG_02392	1332
NW_013524652.1	62313	63308	-	NEPG_02393	331
NW_013524652.1	64282	65571	-	NEPG_02394	429
NW_013524652.1	65990	68110	-	NEPG_02395	706
NW_013524652.1	69013	70047	-	NEPG_02396	344
NW_013524652.1	70154	70363	+	NEPG_02397	69
NW_013524652.1	71001	71930	-	NEPG_02398	309
NW_013524652.1	72444	72875	-	NEPG_02399	143
NW_013524652.1	72919	73101	+	NEPG_02400	60
NW_013524652.1	73881	74528	+	NEPG_02401	215
NW_013524652.1	74798	75328	+	NEPG_02402	176
NW_013524652.1	75629	75904	-	NEPG_02403	91
NW_013524652.1	76003	77469	+	NEPG_02404	488
NW_013524652.1	77948	79627	-	NEPG_02405	559
NW_013524652.1	79983	80252	-	NEPG_02406	89
NW_013524652.1	80319	80861	+	NEPG_02407	180
NW_013524652.1	80895	81227	+	NEPG_02408	110
NW_013524652.1	81357	81908	-	NEPG_02409	183
NW_013524652.1	82527	82805	+	NEPG_02410	92
NW_013524652.1	82913	84808	-	NEPG_02411	631
NW_013524652.1	85202	86098	-	NEPG_02412	298
NW_013524652.1	86447	87058	-	NEPG_02413	203
NW_013524652.1	87233	88762	-	NEPG_02414	509
NW_013524652.1	90004	92466	+	NEPG_02415	820
NW_013524652.1	93169	94047	+	NEPG_02416	292
NW_013524652.1	94348	94698	-	NEPG_02417	116
NW_013524652.1	94725	95303	+	NEPG_02418	192
NW_013524652.1	95634	96047	+	NEPG_02419	137
NW_013524652.1	96079	97185	+	NEPG_02420	368
NW_013524652.1	97596	100250	+	NEPG_02421	884
NW_013524652.1	100542	100697	+	NEPG_02422	51
NW_013524652.1	100939	101952	-	NEPG_02423	337
NW_013524652.1	101972	104962	+	NEPG_02424	996
NW_013524652.1	105061	107052	+	NEPG_02425	663
NW_013524652.1	107820	108365	+	NEPG_02426	181
NW_013524652.1	108856	109092	+	NEPG_02427	78
NW_013524652.1	109273	111054	+	NEPG_02428	593
NW_013524652.1	111417	111731	+	NEPG_02429	104
NW_013524652.1	111731	113554	+	NEPG_02430	607
NW_013524652.1	113955	114797	-	NEPG_02431	280
NW_013524652.1	114920	117208	+	NEPG_02432	762
NW_013524652.1	118494	119384	-	NEPG_02433	296
NW_013524652.1	120423	122162	-	NEPG_02434	579
NW_013524652.1	122268	124073	-	NEPG_02435	601
NW_013524652.1	125929	129021	+	NEPG_02436	1030
NW_013524652.1	129713	129877	-	NEPG_02437	54
NW_013524652.1	130510	131229	-	NEPG_02438	239
NW_013524652.1	131257	132177	-	NEPG_02439	306
NW_013524652.1	132929	133381	-	NEPG_02440	150
NW_013524652.1	133854	134180	+	NEPG_02441	108
NW_013524652.1	134400	135917	-	NEPG_02442	505
NW_013524652.1	136059	136334	-	NEPG_02443	91
NW_013524652.1	136552	136749	+	NEPG_02444	65
NW_013524652.1	137631	137816	+	NEPG_02445	61
NW_013524652.1	138437	139036	+	NEPG_02446	199
NW_013524652.1	139335	139895	-	NEPG_02447	186
NW_013524652.1	140015	141190	-	NEPG_02448	391
NW_013524652.1	141203	143335	+	NEPG_02449	710
NW_013524652.1	143930	144271	-	NEPG_02450	113
NW_013524652.1	144946	145848	-	NEPG_02451	300
NW_013524652.1	145905	147299	+	NEPG_02452	464
NW_013524652.1	147296	148525	+	NEPG_02453	409
NW_013524652.1	148676	149440	-	NEPG_02454	254
NW_013524652.1	149647	150270	+	NEPG_02455	207
NW_013524652.1	150401	151504	+	NEPG_02456	367
NW_013524652.1	151592	152254	-	NEPG_02457	220
NW_013524652.1	152449	152934	+	NEPG_02458	161
NW_013524652.1	154105	154632	-	NEPG_02459	175
NW_013524652.1	155582	157210	+	NEPG_02460	542
NW_013524652.1	157271	157978	-	NEPG_02461	235
NW_013524652.1	158018	159268	+	NEPG_02462	416
NW_013524652.1	159691	160131	+	NEPG_02463	146
NW_013524652.1	160397	160819	+	NEPG_02464	140
NW_013524652.1	160924	161559	-	NEPG_02465	211
NW_013524652.1	162908	163474	+	NEPG_02466	188
NW_013524652.1	163548	165239	+	NEPG_02467	563
NW_013524653.1	28	1557	+	NEPG_02468	509
NW_013524653.1	1849	4275	-	NEPG_02469	808
NW_013524653.1	4603	4917	-	NEPG_02470	104
NW_013524653.1	5443	6150	-	NEPG_02471	235
NW_013524653.1	6814	8187	-	NEPG_02472	457
NW_013524653.1	8227	8709	-	NEPG_02473	160
NW_013524653.1	9683	10972	+	NEPG_02474	429
NW_013524653.1	11946	12506	-	NEPG_02475	186
NW_013524653.1	12576	13079	-	NEPG_02476	167
NW_013524653.1	13594	15360	-	NEPG_02477	588
NW_013524653.1	15574	17766	-	NEPG_02478	730
NW_013524653.1	17781	18917	+	NEPG_02479	378
NW_013524653.1	19255	20004	-	NEPG_02480	249
NW_013524653.1	20031	29855	+	NEPG_02481	3274
NW_013524653.1	30093	31364	-	NEPG_02482	423
NW_013524653.1	31443	32087	+	NEPG_02483	214
NW_013524653.1	32229	33383	-	NEPG_02484	384
NW_013524653.1	33416	34561	+	NEPG_02485	381
NW_013524653.1	35060	35716	-	NEPG_02486	218
NW_013524653.1	36069	36467	+	NEPG_02487	132
NW_013524653.1	37384	37911	+	NEPG_02488	175
NW_013524653.1	37950	39536	-	NEPG_02489	528
NW_013524653.1	40385	40642	-	NEPG_02490	85
NW_013524653.1	41429	42169	-	NEPG_02491	246
NW_013524653.1	42854	47260	-	NEPG_02492	1468
NW_013524653.1	47774	48514	-	NEPG_02493	246
NW_013524653.1	48547	49662	+	NEPG_02494	371
NW_013524653.1	49941	51461	-	NEPG_02495	506
NW_013524653.1	52653	53441	+	NEPG_02496	262
NW_013524653.1	53947	55455	+	NEPG_02497	502
NW_013524653.1	56148	57932	+	NEPG_02498	594
NW_013524653.1	58307	58999	-	NEPG_02499	230
NW_013524653.1	58983	59351	+	NEPG_02500	122
NW_013524653.1	59373	60113	+	NEPG_02501	246
NW_013524653.1	60563	61945	+	NEPG_02502	460
NW_013524653.1	62987	63616	+	NEPG_02503	209
NW_013524653.1	63922	64776	+	NEPG_02504	284
NW_013524653.1	64783	65457	+	NEPG_02505	224
NW_013524653.1	65482	65901	+	NEPG_02506	139
NW_013524653.1	66572	67426	+	NEPG_02507	284
NW_013524653.1	67822	68460	-	NEPG_02508	212
NW_013524653.1	68917	69603	-	NEPG_02509	228
NW_013524653.1	69811	70104	-	NEPG_02510	97
NW_013524653.1	70114	70848	+	NEPG_02511	244
NW_013524653.1	70909	71523	+	NEPG_02512	204
NW_013524653.1	72523	74520	+	NEPG_02513	665
NW_013524653.1	74783	75328	+	NEPG_02514	181
NW_013524653.1	75397	76635	-	NEPG_02515	412
NW_013524653.1	76791	77117	-	NEPG_02516	108
NW_013524653.1	77500	79935	-	NEPG_02517	811
NW_013524653.1	80118	80492	+	NEPG_02518	124
NW_013524653.1	80869	81927	-	NEPG_02519	352
NW_013524653.1	82681	83973	-	NEPG_02520	430
NW_013524653.1	84422	85147	+	NEPG_02521	241
NW_013524653.1	85713	91217	-	NEPG_02522	1834
NW_013524653.1	91309	92874	-	NEPG_02523	521
NW_013524653.1	92921	94024	+	NEPG_02524	367
NW_013524653.1	94771	95679	-	NEPG_02525	302
NW_013524653.1	95972	96937	+	NEPG_02526	321
NW_013524653.1	99179	100051	+	NEPG_02527	290
NW_013524653.1	100551	101474	-	NEPG_02528	307
NW_013524653.1	102171	104744	+	NEPG_02529	857
NW_013524653.1	105693	106550	-	NEPG_02530	285
NW_013524653.1	107015	108196	-	NEPG_02531	393
NW_013524653.1	108766	109686	-	NEPG_02532	306
NW_013524653.1	110477	111289	-	NEPG_02533	270
NW_013524653.1	112523	113653	+	NEPG_02534	376
NW_013524653.1	114120	114293	-	NEPG_02535	57
NW_013524653.1	114639	115406	-	NEPG_02536	255
NW_013524653.1	116157	116957	-	NEPG_02537	266
NW_013524653.1	117090	119225	-	NEPG_02538	711
NW_013524653.1	119893	123309	+	NEPG_02539	1138
NW_013524653.1	123534	124643	-	NEPG_02540	369
NW_013524653.1	125293	128307	+	NEPG_02541	1004
NW_013524653.1	128814	130208	-	NEPG_02542	464
NW_013524653.1	130252	133146	+	NEPG_02543	964
NW_013524653.1	133636	136503	+	NEPG_02544	955
NW_013524653.1	136878	137891	-	NEPG_02545	337
NW_013524653.1	138536	139969	-	NEPG_02546	477
NW_013524653.1	140170	143403	+	NEPG_02547	1077
NW_013524653.1	144202	144660	+	NEPG_02548	152
NW_013524653.1	145078	146115	+	NEPG_02549	345
NW_013524653.1	146524	147105	-	NEPG_02550	193
NW_013524653.1	147424	148011	-	NEPG_02551	195
NW_013524653.1	148182	149573	-	NEPG_02552	463
NW_013524653.1	150219	151001	+	NEPG_02553	260
NW_013524653.1	151566	152381	+	NEPG_02554	271
NW_013524653.1	152948	153580	-	NEPG_02555	210
NW_013524653.1	153802	154698	+	NEPG_02556	298
NW_013524653.1	155197	155718	+	NEPG_02557	173
NW_013524654.1	722	916	+	NEPG_02558	64
NW_013524654.1	1140	1349	-	NEPG_02559	69
NW_013524654.1	2653	2871	+	NEPG_02560	72
NW_013524654.1	8578	9096	-	NEPG_02561	172
NW_013524654.1	11841	12434	-	NEPG_02562	197
NW_013524654.1	12500	12928	-	NEPG_02563	142
NW_013524654.1	13176	13739	-	NEPG_02564	187
NW_013524654.1	13921	14142	-	NEPG_02565	73
NW_013524654.1	15918	18626	-	NEPG_02566	902
NW_013524654.1	19750	19995	+	NEPG_02567	81
NW_013524654.1	20342	21778	-	NEPG_02568	478
NW_013524654.1	22665	22994	-	NEPG_02569	110
NW_013524654.1	24277	25554	-	NEPG_02570	425
NW_013524654.1	25735	26007	-	NEPG_02571	90
NW_013524654.1	26085	26318	-	NEPG_02572	77
NW_013524654.1	27651	28865	-	NEPG_02573	404
NW_013524654.1	28908	29273	-	NEPG_02574	121
NW_013524654.1	29398	29958	-	NEPG_02575	186
NW_013524654.1	30927	33236	-	NEPG_02576	769
NW_013524654.1	34315	37089	-	NEPG_02577	924
NW_013524654.1	37992	40784	-	NEPG_02578	930
NW_013524654.1	41208	43034	+	NEPG_02579	608
NW_013524654.1	43244	45433	-	NEPG_02580	729
NW_013524654.1	45933	46553	-	NEPG_02581	206
NW_013524654.1	46568	47227	-	NEPG_02582	219
NW_013524654.1	48201	49010	-	NEPG_02583	269
NW_013524654.1	49940	51037	-	NEPG_02584	365
NW_013524654.1	51472	54609	-	NEPG_02585	1045
NW_013524654.1	54889	55056	-	NEPG_02586	55
NW_013524654.1	55079	55678	-	NEPG_02587	200
NW_013524654.1	56585	59329	-	NEPG_02588	914
